codigo,tipo_punto_acceso,capex_extra,opex_extra_anual
816,no_aplica,0.0,0.0
817,no_aplica,0.0,0.0
818,no_aplica,0.0,0.0
819,no_aplica,0.0,0.0
820,no_aplica,0.0,0.0
821,no_aplica,0.0,0.0
822,no_aplica,0.0,0.0
823,no_aplica,0.0,0.0
824,no_aplica,0.0,0.0
825,no_aplica,0.0,0.0
826,no_aplica,0.0,0.0
827,no_aplica,0.0,0.0
828,no_aplica,0.0,0.0
829,no_aplica,0.0,0.0
830,no_aplica,0.0,0.0
831,no_aplica,0.0,0.0
832,no_aplica,0.0,0.0
833,no_aplica,0.0,0.0
834,no_aplica,0.0,0.0
835,no_aplica,0.0,0.0
836,no_aplica,0.0,0.0
837,no_aplica,0.0,0.0
838,no_aplica,0.0,0.0
839,no_aplica,0.0,0.0
840,no_aplica,0.0,0.0
841,no_aplica,0.0,0.0
842,no_aplica,0.0,0.0
843,no_aplica,0.0,0.0
844,no_aplica,0.0,0.0
845,no_aplica,0.0,0.0
846,no_aplica,0.0,0.0
847,no_aplica,0.0,0.0
848,no_aplica,0.0,0.0
849,no_aplica,0.0,0.0
850,no_aplica,0.0,0.0
851,no_aplica,0.0,0.0
852,no_aplica,0.0,0.0
853,no_aplica,0.0,0.0
854,no_aplica,0.0,0.0
855,no_aplica,0.0,0.0
856,no_aplica,0.0,0.0
857,no_aplica,0.0,0.0
858,no_aplica,0.0,0.0
859,no_aplica,0.0,0.0
860,no_aplica,0.0,0.0
861,no_aplica,0.0,0.0
862,no_aplica,0.0,0.0
863,no_aplica,0.0,0.0
864,no_aplica,0.0,0.0
865,no_aplica,0.0,0.0
866,no_aplica,0.0,0.0
867,no_aplica,0.0,0.0
868,no_aplica,0.0,0.0
869,no_aplica,0.0,0.0
870,no_aplica,0.0,0.0
871,no_aplica,0.0,0.0
872,no_aplica,0.0,0.0
873,no_aplica,0.0,0.0
874,no_aplica,0.0,0.0
875,no_aplica,0.0,0.0
876,no_aplica,0.0,0.0
877,no_aplica,0.0,0.0
878,no_aplica,0.0,0.0
879,no_aplica,0.0,0.0
880,no_aplica,0.0,0.0
881,no_aplica,0.0,0.0
882,no_aplica,0.0,0.0
883,no_aplica,0.0,0.0
884,no_aplica,0.0,0.0
885,no_aplica,0.0,0.0
886,no_aplica,0.0,0.0
887,no_aplica,0.0,0.0
888,no_aplica,0.0,0.0
889,no_aplica,0.0,0.0
890,no_aplica,0.0,0.0
891,no_aplica,0.0,0.0
892,no_aplica,0.0,0.0
893,no_aplica,0.0,0.0
894,no_aplica,0.0,0.0
895,no_aplica,0.0,0.0
896,no_aplica,0.0,0.0
897,no_aplica,0.0,0.0
898,no_aplica,0.0,0.0
899,no_aplica,0.0,0.0
900,no_aplica,0.0,0.0
